"dataset","file","package_list"
"https://doi.org/10.7910/DVN/AM3LJF","29_choice_primary_twoparty_affinity_ee.R",""
"https://doi.org/10.7910/DVN/AM3LJF","2_build_score_libcon_ii.R",""
"https://doi.org/10.7910/DVN/AM3LJF","30_agreement_consistency_twoparty_notimputed_policies_inparty.R",""
"https://doi.org/10.7910/DVN/AM3LJF","3_build_score_affinity.R",""
"https://doi.org/10.7910/DVN/AM3LJF","4_build_sophistication_indices.R",""
"https://doi.org/10.7910/DVN/AM3LJF","5_build_cross_pressure_covars.R",""
"https://doi.org/10.7910/DVN/AM3LJF","6_build_libcon_correct_index.R",""
"https://doi.org/10.7910/DVN/AM3LJF","7_libcon_global.R",""
"https://doi.org/10.7910/DVN/AM3LJF","8_choice_twoparty.R",""
"https://doi.org/10.7910/DVN/AM3LJF","9_choice_primary_twoparty_affinity.R",""
"https://doi.org/10.7910/DVN/AM3LJF","runR.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Bootstrap.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Figure 1.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Figures 2 and 3.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Implementation Analysis.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Implementation Descriptives.R",""
"https://doi.org/10.7910/DVN/UGEP3P","InteractionPlot.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Main Replication File.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Placebo Test.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Provision Analysis.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Provision Descriptives.R",""
"https://doi.org/10.7910/DVN/UGEP3P","Provision Matching Analysis.R",""
"https://doi.org/10.7910/DVN/HGD6CG","script_Sampling_of_24000_tweets.R",""
"https://doi.org/10.7910/DVN/GCDJ25","morning_after_script_individuallevel.R",""
"https://doi.org/10.7910/DVN/RO1YK7","CPS_TurnoutCalculator.R",""
"https://doi.org/10.7910/DVN/RO1YK7","CPS_TurnoutFunctions.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_1.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_2.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_3.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A10.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A1.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A2.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A4.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A5.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A6.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A7.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A8.R",""
"https://doi.org/10.7910/DVN/RO1YK7","Figure_A9.R",""
"https://doi.org/10.7910/DVN/RO1YK7","nc_analysis.R","haven"
"https://doi.org/10.7910/DVN/N6LIMH","analysis.R",""
"https://doi.org/10.7910/DVN/N6LIMH","Brazil_func.R",""
"https://doi.org/10.7910/DVN/N6LIMH","tables_figures.R",""
"https://doi.org/10.7910/DVN/OMABN4","appendix_r.R",""
"https://doi.org/10.7910/DVN/OMABN4","main.R",""
"https://doi.org/10.7910/DVN/OMABN4","map.R",""
"https://doi.org/10.7910/DVN/2LH0BZ","01_experimental_analysis.R",""
"https://doi.org/10.7910/DVN/2LH0BZ","02_speech_analysis.R",""
"https://doi.org/10.7910/DVN/CSKA4Q","AppendixA.R",""
"https://doi.org/10.7910/DVN/CSKA4Q","Fig1-2-AppendixL.R",""
"https://doi.org/10.7910/DVN/XHNAFO","replication_code.R",""
"https://doi.org/10.7910/DVN/TFQ2UK","Figure_2_Predicted_Probabilities.R",""
"https://doi.org/10.7910/DVN/TFQ2UK","Figures_Appendix.R",""
"https://doi.org/10.7910/DVN/VWWAHK","1_analysis_W1.R",""
"https://doi.org/10.7910/DVN/VWWAHK","2_analysis_W2.R",""
"https://doi.org/10.7910/DVN/VWWAHK","3_analysis_WW.R",""
"https://doi.org/10.7910/DVN/VWWAHK","4_analysis_outputs.R",""
"https://doi.org/10.7910/DVN/VWWAHK","_creating_data_W1_public.R",""
"https://doi.org/10.7910/DVN/9TCK0G","Political Discontent in China is Associated with Isolating Personality Traits - R Analysis File v JOP Replication File.R",""
"https://doi.org/10.7910/DVN/MQVUUD","Contact or Context Replication Code_Appendix.R",""
"https://doi.org/10.7910/DVN/MQVUUD","Contact or Context Replication Code.R",""
"https://doi.org/10.7910/DVN/SIHBRN","figures.R","reshape2"
"https://doi.org/10.7910/DVN/FSOVA7","1_replication_paper.R",""
"https://doi.org/10.7910/DVN/FSOVA7","2_replication_appendix.R",""
"https://doi.org/10.7910/DVN/FSOVA7","interaction_plots_felm.R",""
"https://doi.org/10.7910/DVN/RX4JGK","subsidies_figures.R",""
"https://doi.org/10.7910/DVN/RX4JGK","subsidies_tables.R",""
"https://doi.org/10.7910/DVN/IZA24F","01_AnalysisPosNegPref_Cues_1.R",""
"https://doi.org/10.7910/DVN/IZA24F","02_AnaylsisPosNegPref_Cues_2.R",""
"https://doi.org/10.7910/DVN/IZA24F","03_AnalysisPosNegPref_Cues_3.R",""
"https://doi.org/10.7910/DVN/IZA24F","04_AnalysisSurveyExperiment1_Cues.R",""
"https://doi.org/10.7910/DVN/IZA24F","05_AnalysisSurveyExperiment2_Cues.R",""
"https://doi.org/10.7910/DVN/0XS5NX","anger_social_replication.R",""
"https://doi.org/10.7910/DVN/GQOYSS","007_analysis_VoxPress.R",""
"https://doi.org/10.7910/DVN/GQOYSS","007_analysis_VoxPress.spin.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","0_Run_All.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","cluster2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","constructIV.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_3.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_4.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_H1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Figure_H2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Intext_calculations.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","lastCase.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","runTTests.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_G1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_H1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_H2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_H3.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_I1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_I2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_J1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_K1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_L1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M1_row1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M1_row2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M1_row3.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M1_row4.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M1_row5.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M3.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M4.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M5.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M6.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_M7.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_N1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_O1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_O2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_O3.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_O4.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_P1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_Q1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_Q2.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_R1.R",""
"https://doi.org/10.7910/DVN/W5GQNZ","Table_S1.R",""
"https://doi.org/10.7910/DVN/DQ1WFB","R_reproduction.R",""
"https://doi.org/10.7910/DVN/ADE2SJ","MorsePratt_StrategiesofContestation_Code.R",""
"https://doi.org/10.7910/DVN/5E3D0F","10_factbook_avaaz_gh_reg_tab_6_generation.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","11_factbook_avaaz_gh_reg_tab_7_income.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","12_factbook_avaaz_gh_reg_tab_8_church_attd.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","13_factbook_avaaz_gh_reg_tab_9_pres_vote.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","14_factbook_avaaz_gh_reg_tab_10_pid3.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","15_factbook_avaaz_gh_cohen_effect_sizes_tab_11.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","1_factbook_avaaz_gh_fig_2.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","3_factbook_avaaz_gh_reg_tab_1.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","4_factbook_avaaz_gh_reg_tab_2.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","5_factbook_avaaz_gh_fig_5.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","6_factbook_avaaz_gh_fig_6.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","7_factbook_avaaz_gh_reg_tab_3_ideo.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","8_factbook_avaaz_gh_reg_tab_4_newsint.R","plyr"
"https://doi.org/10.7910/DVN/5E3D0F","9_factbook_avaaz_gh_reg_tab_5_educ.R","plyr"
"https://doi.org/10.7910/DVN/NVMD6X","0_Run_All.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Appendix in text calcs.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure 1.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure 2.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure 3.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure 4.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure A4.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure A5.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure A6.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure A7.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figure A8.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Figures A2 - A3.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Paper in text calcs.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Tables A11 - A20.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Tables A1 - A2.R",""
"https://doi.org/10.7910/DVN/NVMD6X","Tables A4 - A10.R",""
"https://doi.org/10.7910/DVN/LAVHXW","Ethnic Bias in Criminal Sentencing - Replication File v2.R",""
"https://doi.org/10.7910/DVN/U4ND12","figure_f1.R",""
"https://doi.org/10.7910/DVN/U4ND12","figures_1_2.R",""
"https://doi.org/10.7910/DVN/U4ND12","JOP-cultural-liberalism-Paper-Replication.R",""
"https://doi.org/10.7910/DVN/U4ND12","rdplotdensity_two_lines.R",""
"https://doi.org/10.7910/DVN/JZ4WG4","ReplicationScript_BGG.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_1.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_2.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_3.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_4.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_5.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_6.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_7.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_8.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-11.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-13.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-1.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-2.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-3.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-4.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-6.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-7.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-8.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_fig_SI-9.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_tab_SI-13-14.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_tab_SI-3.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_tab_SI-4.R",""
"https://doi.org/10.7910/DVN/LJMNV9","create_tab_SI-5.R",""
"https://doi.org/10.7910/DVN/SJ9OMJ","Block A Replication I 112021-1.R",""
"https://doi.org/10.7910/DVN/SJ9OMJ","Block A Replication II 112021-1.R",""
"https://doi.org/10.7910/DVN/SJ9OMJ","Block A Replication II 112021.R",""
"https://doi.org/10.7910/DVN/SJ9OMJ","Block A Replication III 112021-1.R",""
"https://doi.org/10.7910/DVN/JQAAJL","figures_appendix.R",""
"https://doi.org/10.7910/DVN/JQAAJL","figures_main.R",""
"https://doi.org/10.7910/DVN/JQAAJL","table4_tableA15.R",""
"https://doi.org/10.7910/DVN/SYNP73","analysis_final.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","AbrajanoElmendorfQuinn-Table1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","AbrajanoElmendorfQuinn-Table2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","AbrajanoElmendorfQuinn-Table3.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","DemographicSummaryStatistics.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.3.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.4.A.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.4.B.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a1.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a1.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a1.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a2.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a2.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a2.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a3.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a3.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a3.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a4.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a4.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.a4.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b1.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b1.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b1.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b2.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b2.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b2.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b3.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b3.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b3.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b4.M1.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b4.M2.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","MM3.2.b4.pairwise.R",""
"https://doi.org/10.7910/DVN/JEZ0FF","SkinColorMethodsPublicationsPlots.R","tidyverse"
"https://doi.org/10.7910/DVN/JEZ0FF","SpilloverEffectsByFractionBlackSeen.R",""
"https://doi.org/10.7910/DVN/5XG84N","A_friend_like_me_code.R",""
"https://doi.org/10.7910/DVN/1BZJOW","replication_turnout-03102022.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure2areg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure2breg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure3.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure3reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figure4.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureA1_A2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB11.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB12.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB3.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB4_B5_B6_B7_B10.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB8.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureB9.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureC1_C2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureC3.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureC3reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureD1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureD1reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureD2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureD2reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figuref1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figuref1reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureG1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureJ1_J2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","figureK1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","table1areg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","table1breg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","table1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableB2_B3_B4.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableB5.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableB5reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableC1areg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableC1breg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableC1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD1.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD1reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD2reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD3.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD3reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD4areg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD4breg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableD4.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableH1_H2.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableH1reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableH2reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableI2_I3.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableI2reg.R",""
"https://doi.org/10.7910/DVN/0DCWT7","tableI3reg.R",""
"https://doi.org/10.7910/DVN/0LCYN5","create_racial_distinctiveness_data.R",""
"https://doi.org/10.7910/DVN/0LCYN5","reproduce_appendix_figures.R",""
"https://doi.org/10.7910/DVN/0LCYN5","reproduce_maintext_figures.R",""
"https://doi.org/10.7910/DVN/YGSKJT","R_Appendix.R",""
"https://doi.org/10.7910/DVN/YGSKJT","R_Article.R",""
"https://doi.org/10.7910/DVN/2VHCON","09_figures_clsunions.R",""
"https://doi.org/10.7910/DVN/APLEYS","replication_appendix.R",""
"https://doi.org/10.7910/DVN/APLEYS","replication_main.R","estimatr"
"https://doi.org/10.7910/DVN/JGST70","Study1.R","haven, interflex, car, vtable, xtable"
"https://doi.org/10.7910/DVN/JGST70","Study2.R","haven, car, cjoint"
"https://doi.org/10.7910/DVN/JM1WCY","replication_code.R",""
"https://doi.org/10.7910/DVN/G2KEB2","1-main-1.R",""
"https://doi.org/10.7910/DVN/G2KEB2","2-appendix-1.R",""
"https://doi.org/10.7910/DVN/G2KEB2","_functions-1.R",""
"https://doi.org/10.7910/DVN/G2KEB2","_preamble-1.R",""
"https://doi.org/10.7910/DVN/AEZKWE","jop_replication.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","1-create-data.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","2-descriptive-figures.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","3-main-regression.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","4-sensitivity.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","5-appendix.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","6-sensitivity-LPM.R",""
"https://doi.org/10.7910/DVN/9GSJ6V","sensitivity-functions.R",""
"https://doi.org/10.7910/DVN/PLZ9LJ","Replication.R",""
"https://doi.org/10.7910/DVN/A4UV9D","replication.R",""
"https://doi.org/10.7910/DVN/EARLA4","HarbridgeYong_Volden_Wiseman_Addtl_Figures.R",""
"https://doi.org/10.7910/DVN/VU1TGI","jpt_jop_2022.R","plm"
"https://doi.org/10.7910/DVN/VU1TGI","jpt_jop_maps_2022.R","raster"
"https://doi.org/10.7910/DVN/CHLLZ4","JOP_Replication.R",""
"https://doi.org/10.7910/DVN/CNQKTH","CWC_code.R",""
"https://doi.org/10.7910/DVN/PE06KW","step1.R",""
"https://doi.org/10.7910/DVN/PE06KW","step5.R",""
"https://doi.org/10.7910/DVN/PE06KW","step6.R",""
"https://doi.org/10.7910/DVN/WKUAFD","ptinir_replication_figures.R",""
"https://doi.org/10.7910/DVN/NOMRHB","Brazil-analyze-Endorsement-Replication.R",""
"https://doi.org/10.7910/DVN/U41MXY","00_README.R",""
"https://doi.org/10.7910/DVN/U41MXY","Figure1_basesExample.R","MDEI"
"https://doi.org/10.7910/DVN/U41MXY","Figure5_50kfigure.R","MDEI"
"https://doi.org/10.7910/DVN/U41MXY","Figure8_AppendixSplineExample.R","MDEI"
"https://doi.org/10.7910/DVN/U41MXY","Figures2and3_quadraticTreatmentModel.R","tictoc"
"https://doi.org/10.7910/DVN/U41MXY","IllustrativeSimsSec3.2_Body.R","splines2"
"https://doi.org/10.7910/DVN/U41MXY","PerformanceSims_Appendix.R","grf"
"https://doi.org/10.7910/DVN/U41MXY","Table1_Figure6_Figure7_BHReplication.R",""
"https://doi.org/10.7910/DVN/QR1EIR","data preparation.R",""
"https://doi.org/10.7910/DVN/QR1EIR","plots.R",""
"https://doi.org/10.7910/DVN/QR1EIR","tables.R",""
"https://doi.org/10.7910/DVN/FAA9EA","Cleaning_Script_1.R",""
"https://doi.org/10.7910/DVN/W0FWBT","PanelMatch.R",""
"https://doi.org/10.7910/DVN/4OYWQH","Hazlett_Parente_ReplicationCode.R",""
"https://doi.org/10.7910/DVN/RELTP0","Evaluating Escalation_Replication_12Sep22.R",""
"https://doi.org/10.7910/DVN/U768QN","00_webscraping_meetup.R",""
"https://doi.org/10.7910/DVN/U768QN","01_spatial_aggregation_meetup.R",""
"https://doi.org/10.7910/DVN/U768QN","02_create_maindata.R",""
"https://doi.org/10.7910/DVN/U768QN","03_extend_maindata.R",""
"https://doi.org/10.7910/DVN/U768QN","04_R_figures.R",""
"https://doi.org/10.7910/DVN/U768QN","PlaceBased_create_data.R",""
"https://doi.org/10.7910/DVN/SMZD06","aggregate_outcomes.R",""
"https://doi.org/10.7910/DVN/SMZD06","pretrends.R",""
"https://doi.org/10.7910/DVN/SMZD06","pretrends_spatial.R",""
"https://doi.org/10.7910/DVN/SMZD06","spatial_outcomes.R",""
"https://doi.org/10.7910/DVN/SMZD06","table1.R",""
"https://doi.org/10.7910/DVN/SBVR8T","SpainCode.R",""
"https://doi.org/10.7910/DVN/MPJ50I","replication_script.R",""
"https://doi.org/10.7910/DVN/LAXOSG","0_main.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_A_robustness.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_B_count.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_C_clustered.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_D_sector.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_E_asset.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_F_hq.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_G_matching.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_H_mobility.R",""
"https://doi.org/10.7910/DVN/LAXOSG","App_I_exploratory.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Appendix-Figure-B1.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Appendix-Table-D1.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Appendix-Table-D2.R",""
"https://doi.org/10.7910/DVN/GEZMQL","DID-analysis.R",""
"https://doi.org/10.7910/DVN/GEZMQL","DID-matching-analysis.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figure-1.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figure-2.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figure-3.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figure-4-Appendix-Table-D3-D4-D5.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figure-6-Appendix-Figure-D1.R",""
"https://doi.org/10.7910/DVN/GEZMQL","Figures-5-C2-C3-C4.R",""
"https://doi.org/10.7910/DVN/GEZMQL","merge-data.R",""
"https://doi.org/10.7910/DVN/GEZMQL","prep-lobbyview-data.R",""
"https://doi.org/10.7910/DVN/Z4GY1O","replicate.R","tidyverse"
"https://doi.org/10.7910/DVN/WDQB4C","1_Conjoint Set Up.R",""
"https://doi.org/10.7910/DVN/WDQB4C","2_Conjoint Analysis Democrats.R",""
"https://doi.org/10.7910/DVN/WDQB4C","3_Conjoint Analysis Republicans.R",""
"https://doi.org/10.7910/DVN/WDQB4C","4_Conjoint Analysis Appendix.R",""
"https://doi.org/10.7910/DVN/9Q1WI3","pfm_ne_replication_f1.R",""
"https://doi.org/10.7910/DVN/W8PHXM","code_02_R_Table_2.R",""
